,LC1,LC2,LC3,sum,cal1,cal2,cal3
0,7.0,12.0,1.0,1.35,0.091,0.054,0.073
1,82.0,68.0,3.0,11.16,0.091,0.054,0.073
2,123.0,83.0,18.0,16.65,0.091,0.054,0.073
3,163.0,104.0,9.0,21.16,0.091,0.054,0.073
4,173.0,113.0,16.0,22.91,0.091,0.054,0.073
5,169.0,120.0,11.0,22.39,0.091,0.054,0.073
6,179.0,118.0,31.0,24.82,0.091,0.054,0.073
7,187.0,100.0,65.0,26.24,0.091,0.054,0.073
8,188.0,95.0,115.0,30.17,0.091,0.054,0.073
